code_name,dpid,sbmxn_pt,ctgry,typ,day_first,id
grofin,2A2L100011,001,cb,,false,1108
activepoint,2ABL100954,001,mf,,false,1209
palmcoast,2ABL100354,001,mf,,false,1210
sabi,2ABL100925,001,mf,,true,1211
federalmortgage,2A1L100034,001,cb,,false,868
olofin,2ABL100426,001,mf,,false,1212
katagum,2ABL100868,001,mf,,false,1213
capstone,2ABL100086,001,mf,,false,1214
gamawa,2ABL100531,001,mf,,false,1215
meridian,2ABL100460,001,mf,,false,1216
ohha,2ABL100899,001,mf,,false,1217
fcmbmfb,2ABL100923,001,mf,,false,1218
creditplus,2ABL100911,001,mf,,false,1177
astrapolaris,2ABL100329,001,mf,,false,775
opticom,2A2L100057,001,cb,,false,800
pilotfin,2A2L100078,001,cb,,false,1165
mutualbenefits,2ABL100012,001,mf,,false,1075
baobab,2ABL100164,001,mf,,false,1078
ikoyiile,2ABL100795,001,mf,,false,1195
hamada,2ABL100678,001,mf,,false,1219
npfmortgage,2A4L290086,001,mg,,false,996
shalom,2ABL100940,001,mf,,false,1220
odoakpu,2ABL100897,001,mf,,false,1221
imopoly,2ABL100900,001,mf,,false,1222
urbanmfb,2ABL100727,001,mf,,false,1178
layelu,2ABL100751,001,mf,,false,1223
cowries,2ABL100844,001,mf,,false,1532
,,,,,false,1224
headway,2ABL100821,001,mf,,false,1225
yct,2ABL100860,001,mf,,false,1226
futo,2ABL100131,001,mf,,false,1227
aghomes,2A4L290077,001,mg,,false,1228
grandmfb,2ABL100955,001,mf,,false,1229
brooks,2ABL100952,001,mf,,false,1230
mayfresh,2A4L100315,001,mg,,false,1231
akwengwu,2ABL100557,001,mf,,false,1232
stillearth,2A2L100932,001,cb,,false,1233
yauri,2ABL100524,001,mf,,false,1234
bestway,2ABL100668,001,mf,,false,1235
totaltrust,2ABL100407,001,mf,,false,1236
uvuoma,2ABL100694,001,mf,,false,1237
template,1A0L199999,001,cb,,false,1238
standardmfb,2ABL100580,001,mf,,false,1239
richway,2ABL100835,001,mf,,false,1241
nirsal,2A9L100831,001,cb,,false,1242
fimsmfb,2ABL100504,001,mf,,false,1243
eti,2AFL100899,10,cb,,false,1245
ifeanyichukwu,2ABL100950,001,mf,,false,1246
millennium,2ABL100870,001,mf,,false,1247
oou,2ABL100236,001,mf,,false,1248
priscomfb,2ABL100689,001,mf,,false,1249
slsmfb,2ABL100275,001,mf,,false,1250
gaaakanbi,2ABL100733,001,mf,,false,1251
unifa,2ABL100661,001,mf,,false,1252
moneywell,2ABL100591,001,mf,,false,1253
financeandcomm,2A2L100101,001,cb,,false,1255
bflmfb,2ABL100071,001,mf,,false,1256
nsuk,2ABL100975,001,mf,,false,1257
gulfare,2ABL100739,001,mf,,false,1258
polyunwana,2ABL100956,001,mf,,false,1259
oaumfb,2ABL100380,001,mf,,false,1260
biyama,2ABL100585,001,mf,,false,1261
akpo,2ABL100663,001,mf,,false,1240
stanford,2ABL100857,001,mf,,false,1262
peniel,2ABL100286,001,mf,,false,1263
okwooha,2ABL100947,001,mf,,false,1264
magnetmfb,2ABL100793,001,mf,,false,1265
unaab,2ABL100281,001,mf,,false,1266
uga,2ABL100289,001,mf,,false,1267
okpoga,2ABL100743,001,mf,,false,1268
westendmfb,2ABL100865,001,mf,,false,1269
magajingari,2ABL100784,001,mf,,false,1270
modiya,2ABL100578,001,mf,,false,1271
infinitymfb,2ABL100288,001,mf,,false,1272
fortis,2ABL100028,001,mf,,false,1273
mwaghavul,2ABL100486,001,mf,,false,1274
apextrust,2ABL100433,001,mf,,false,1275
arise,2ABL100933,001,mf,,false,1276
okpe,2ABL100620,001,mf,,false,1277
global,2ABL100184,001,mf,,false,1278
uli,2ABL100914,001,mf,,false,1279
equator,2ABL100279,001,mf,,false,1280
fsdh,2A1L260001,001,cb,,false,318
goldenfund,2ABL100943,001,mf,,false,1281
ohon,2ABL100520,001,mf,,false,1282
kebbihomes,2A4L290028,001,mg,,false,1283
iludunoro,2ABL100883,001,mf,,false,1284
bonghe,2ABL100490,001,mf,,false,1285
salfol,2ABL100628,001,mf,,false,1286
ogige,2ABL100641,001,mf,,false,1287
mayfield,2ABL100143,001,mf,,false,1288
royal,2ABL100151,001,mf,,false,1291
isiuzo,2ABL100967,001,mf,,false,1289
legacy,2ABL100273,001,mf,,false,1292
madobi,2ABL100536,001,mf,,false,1293
gwong,2ABL100234,001,mf,,false,1295
F,,,,,false,1296
finex,2ABL100256,001,mf,,false,1297
ndiagu,2ABL100949,001,mf,,false,1298
links,2ABL100884,001,mf,,false,1299
okeagbe,2ABL100307,001,mf,,false,1300
michaelokpara,2ABL100962,001,mf,,false,1294
centage,2A4L290035,001,mg,,false,1301
sureanchor,2ABL100976,001,mf,,false,1302
dominionmfb,2ABL100601,001,mf,,false,1303
osogbo,2ABL100974,001,mf,,false,1304
greenenergy,2ABL100252,001,mf,,false,1305
shongom,2ABL100553,001,mf,,false,1306
sarkinkudu,2ABL100769,001,mf,,false,1307
nnokwa,2ABL100721,001,mf,,false,1308
umunne,2ABL100635,001,mf,,false,1309
dominionfin,2A2L100158,001,cb,,false,1310
noble,2ABL100342,001,mf,,false,1311
calabarmfb,2ABL100958,001,mf,,false,1312
unilorinmfb,2ABL100335,001,mf,,false,1313
ikoyiosun,2ABL100422,001,mf,,true,1314
aogo,2ABL100325,001,mf,,false,1315
newage,2ABL100309,001,mf,,false,1316
ikire,2ABL100738,001,mf,,false,1317
nopov,2ABL100228,001,mf,,false,1318
zazzau,2ABL100280,001,mf,,false,1319
beyondcredit,2ABL100972,001,mf,,false,1321
josad,2ABL100895,001,mf,,false,1322
ideamili,2ABL100657,001,mf,,false,1323
maxitrust,2ABL200149,001,mf,,false,842
iwade,2ABL100249,001,mf,,false,1324
decenugu,2ABL100644,001,mf,,false,1325
ologbon,2ABL100445,001,mf,,false,1326
aramoko,2ABL100430,001,mf,,false,1327
grnet,2ABL100453,001,mf,,false,1328
chigbeyaji,2ABL100760,001,mf,,false,1329
jigawasavings,2A4L290025,001,mg,,false,1330
phed,2A7L100267,001,cb,,false,1331
igbooramfb,2ABL100630,001,mf,,false,1332
bayetin,2ABL100756,001,mf,,false,1333
nun,2ABL100597,001,mf,,false,1334
bellcredit,2ABL100983,001,mf,,false,1336
zefa,2ABL100986,001,mf,,false,1338
globalsavings,2A4L290046,001,mg,,false,1339
edomfb,2ABL100995,001,mf,,false,1340
goldenchoice,2ABL101004,001,mf,,false,1341
borstal,2ABL100166,001,mf,,false,1343
narict,2ABL100589,001,mf,,false,1344
nagarta,2ABL100562,001,mf,,false,1290
trustmfb,2ABL100946,001,mf,,false,1254
surbpolitan,2ABL100937,001,mf,,false,1335
bridgecredit,2ABL101073,001,mf,,false,1342
enugwkwu,2ABL100704,001,mf,,false,1320
achina,2ABL100994,001,mf,,false,1345
ohafia,2ABL100708,001,mf,,false,1346
maigatari,2ABL100556,001,mf,,false,1347
refugegate,2ABL101016,001,mf,,false,1348
danels,2ABL100058,001,mf,,false,1349
ningi,2ABL100624,001,mf,,false,1350
fewchore,2A2L100959,001,cb,,false,1351
greenacre,2ABL100619,001,mf,,false,1352
dambatta,2ABL100674,001,mf,,false,1353
moneywise,2ABL100029,001,mf,,false,1354
tasued,2ABL100576,001,mf,,false,1355
fahimta,2ABL100230,001,mf,,false,1244
woliwo,2ABL101026,001,mf,,false,1356
gobarau,2ABL100586,001,mf,,false,1357
peecorp,2ABL100832,001,mf,,false,1358
ekwulobia,2ABL100907,001,mf,,false,1359
microleasing,2A2L100139,001,cb,,false,1360
abujaleasing,2A2L100087,001,cb,,false,1361
newdawn,2ABL101008,001,mf,,false,1362
stillwaters,2ABL101013,001,mf,,false,1363
evangel,2ABL101020,001,mf,,false,1364
firstmutual,2ABL101022,001,mf,,false,1365
fouani,2A6L100404,001,cb,,false,1451
edumana,2ABL100747,001,mf,,false,1367
tangale,2ABL100621,001,mf,,false,1368
minjibir,2ABL100915,001,mf,,false,1369
ogiyan,2ABL100425,001,mf,,false,1370
kku,2ABL100542,001,mf,,false,1371
obokun,2ABL100964,001,mf,,false,1372
mozfin,2ABL100960,001,mf,,false,1373
tofa,2ABL100491,001,mf,,false,1374
network,2ABL100985,001,mf,,false,1375
ejiamutu,2ABL100979,001,mf,,false,1378
mimi,1A0L200999,001,,cb,false,1379
nkpa,2ABL100984,001,mf,,false,1380
ilutitun,2ABL100304,001,mf,,false,1381
atlascopco,2AFL100406,001,cb,,false,1383
nova,2A1L100991,001,cb,,false,1382
lubeck,2ABL100461,001,mf,,false,1384
eterna,2AFL100990,001,cb,,false,1385
imsumfb,2ABL101017,001,mf,,false,1386
osumenyi,2ABL101037,001,mf,,false,1387
swiftmfb,2ABL101014,001,mf,,false,1388
frontlinemfb,2ABL100977,001,mf,,false,1389
onyx,2ABL100792,001,mf,,false,1390
castle,2ABL101043,001,mf,,false,1391
mtn,2A7L100294,001,cb,,false,1392
merit,2ABL101029,001,mf,,false,1377
quickfund,2ABL101035,001,mf,,false,1394
aspire,2ABL100212,001,mf,,false,1395
shield,2ABL100314,001,mf,,false,1396
jamis,2ABL100615,001,mf,,false,1397
fiyinfolu,2ABL101002,001,mf,,false,1398
solluze,2AFL101018,001,cb,,false,1399
makoda,2ABL100560,001,mf,,false,1400
udoka,2ABL100675,001,mf,,false,1401
nri,2ABL100473,001,mf,,false,1402
obeledu,2ABL100656,001,mf,,false,1403
bishopgate,2ABL101046,001,mf,,false,1404
zawadi,2ABL100953,001,mf,,false,1405
akokwa,2ABL100892,001,mf,,false,1406
candi,2A2L100036,001,cb,,false,1407
eco,2A0L200050,50,cb,,false,325
aliero,2ABL100568,001,mf,,false,1408
ozizza,2ABL100948,001,mf,,false,1409
creditafrique,2ABL101034,001,mf,,false,1410
prestige,2ABL101054,001,mf,,false,1411
evergreen,2ABL101057,001,mf,,false,1412
pecan,2ABL101049,001,mf,,false,1413
rockshield,2ABL101069,001,mf,,false,1414
oliver,2A2L101042,001,cb,,false,1415
bompai,2ABL100563,001,mf,,false,1416
checkoff,2ABL101050,001,mf,,false,1417
cub,2ABL100211,001,mf,,false,1418
amazu,2ABL100957,001,mf,,false,1419
ajuta,2ABL100840,001,mf,,false,1420
consistenttrust,2ABL100431,001,mf,,false,1421
kevico,2AFL101066,001,cb,,false,1422
orangeone,2A2L101062,001,cb,,false,1423
countyfin,2A2L101061,001,cb,,false,1424
newera,2ABL100965,001,mf,,false,1425
forward,2ABL100639,001,mf,,false,1426
quitsfinance,2A2L101065,001,cb,,false,1427
brethren,2ABL101079,001,mf,,false,1428
trustfund,2ABL100373,001,mf,,false,1429
northcapital,2ABL100718,001,mf,,false,1430
endwellmfb,2ABL100741,001,mf,,false,1431
ejindu,2ABL101064,001,mf,,false,1432
norrenberger,2A2L101087,001,cb,,false,1433
bridgehouse,2ABL101025,001,mf,,false,1434
kayvee,2ABL101068,001,mf,,false,1435
shelter,2AFL100255,001,cb,,false,1436
allianzbridge,2A2L101089,001,cb,,false,1437
lidya,2ABL101086,001,mf,,false,1438
adeyemi,2ABL101082,001,mf,,false,1439
manny,2ABL101053,001,mf,,false,1440
fecetu,2ABL101059,001,mf,,false,1441
crossriver,2ABL101090,001,mf,,false,1442
amac,2ABL101085,001,mf,,false,1443
zikado,2ABL101044,001,mf,,false,1444
vinedo,2A2L101091,001,cb,,false,1445
ileoluji,2ABL101104,001,mf,,false,1446
echo,2ABL100791,001,mf,,false,1447
landgold,2ABL100233,001,mf,,false,1448
biznuture,2A2L101113,001,cb,,false,1393
mutualalliance,2A4L100396,001,mg,,false,1449
sumaila,2ABL100510,001,mf,,false,1450
solend,2A2L100996,001,cb,,true,1452
standardlink,2ABL100886,001,mf,,false,1454
mainstreetbankcp,2A2L101112,001,cb,,false,1455
avery,2AFL101096,001,cb,,true,1456
berachah,2ABL101111,001,mf,,true,1457
bidapoly,2ABL101128,001,mf,,false,1458
alphaubulus,2ABL101098,001,mf,,false,1459
hhl,2A2L101010,001,cb,,false,1460
hopealive,2ABL101031,001,mf,,false,1461
ekimogun,2ABL100969,001,mf,,false,1462
ibbuni,2ABL101110,001,mf,,false,1463
bipc,2ABL101115,001,mf,,false,1453
greenbank,2ABL100951,001,mf,,false,1464
macrod,2ABL100197,001,mf,,false,1465
lukefield,2A2L101139,001,cb,,false,1466
ijebuife,2ABL101005,001,mf,,false,1467
firstaccess,2ABL101106,001,mf,,false,1469
orsumfb,2ABL101132,001,mf,,false,1470
crescent,2ABL101138,001,mf,,false,1471
groomingmfb,2ABL101129,001,mf,,false,1472
enrichmfb,2ABL100858,001,mf,,false,1376
stnicholas,2AFL101052,001,cb,,true,1468
cordros,2A2L101077,001,cb,,false,1473
hilltrust,2ABL101170,001,mf,,false,1535
chestnut,2ABL101155,001,mf,,false,1536
multikay,2A2L101203,001,cb,,false,1537
aibio,2ABL101130,001,mf,,false,1538
virtuous,2ABL101024,001,mf,,false,1539
roockyreal,2AFL100285,001,cb,,false,1541
lendha,2ABL101199,001,mf,,false,1542
mega,2ABL100023,001,mf,,false,1543
consumerinv,2A2L101200,001,cb,,false,1544
consumermfb,2ABL100408,001,mf,,false,237
flobal,2A2L101195,001,cb,,false,1545
gemstone,2ABL101191,001,mf,,false,1546
topaz,2ABL101177,001,mf,,false,1547
paycredit,2ABL101194,001,mf,,false,1548
mycredit,2ABL101174,001,mf,,false,1549
ihioma,2ABL100889,001,mf,,false,1550
aonecapital,2ABL101209,001,mf,,false,1551
wavelinegrowth,2ABL101171,001,mf,,false,1552
fincred,2ABL101164,001,mf,,false,1553
csense,2ABL101193,001,mf,,false,1554
adamawahomes,2A4L290011,001,mg,,false,1555
assetmatrix,2ABL101225,001,mf,,false,1556
nirsalmfb,2ABL101234,001,mf,,false,1557
captis,2ABL101178,01,mf,,false,1558
kapitallink,2ABL101231,01,mf,,false,1561
sycamore,2ABL101206,001,mf,,false,1570
beresource,2A2L101011,001,cb,,false,1571
milliasset,2ABL101233,001,mf,,false,1574
spok,2A2L101265,001,cb,,false,1576
abcmfb,2ABL100368,01,mf,,false,1577
emeraldleasing,2AFL101216,001,cb,,false,1575
kenol,2AFL101266,01,cb,,false,1578
cashvance,2ABL101246,001,mf,,false,1579
coralstone,2A2L101133,001,cb,,false,1583
loanplus,2ABL101176,001,mf,,false,1584
firmus,2ABL101220,001,mf,,false,1585
tradepartners,2ABL101283,001,mf,,false,1588
pareto,2ABL101275,001,mf,,false,1591
westwood,2A2L101183,001,cb,,false,1592
sthenic,2ABL101253,001,mf,,false,1593
goldenox,2ABL101292,001,mf,,false,1594
paydayhub,2ABL101240,001,mf,,false,1595
upspring,2ABL101276,01,mf,,false,1596
peninsula,2ABL101001,001,mf,,false,1601
capitalwise,2ABL101175,001,mf,,false,1602
ighomo,2ABL101000,001,mf,,false,1605
supremehelp,2ABL101271,001,mf,,false,1606
seapmfi,2ABL101269,001,mf,,false,1607
ajose,2ABL100998,001,mf,,false,1609
totale,2ABL101310,001,mf,,false,1610
trans,2A2L101280,001,cb,,false,1612
upbridge,2ABL101080,001,mf,,false,1474
glazecredit,2ABL101117,001,mf,,false,1475
bichi,2ABL100942,001,mf,,false,1476
citadel,2ABL100961,001,mf,,false,1502
greenville,2ABL101055,01,mf,,false,1478
smartmicro,2ABL100980,01,mf,,false,1479
benysta,2ABL101145,001,mf,,true,1480
consynergy,2A2L100997,001,cb,,true,1481
everyday,2ABL101058,001,mf,,true,1484
capitalfield,2A2L101070,001,cb,,true,1483
guardiancredit,2ABL101140,001,mf,,true,1485
uniquejmk,2ABL101210,001,mf,,false,1559
rahama,2ABL101041,001,mf,,true,1486
gwadabawa,2ABL100762,001,mf,,false,1487
shepherdtrust,2ABL101094,001,mf,,true,1482
kumbotso,2ABL100672,001,mf,,false,1488
oldshoreham,2ABL101137,001,mf,,false,1489
upfront,2ABL101119,001,mf,,false,1490
hade,2ABL100507,001,mfi,,false,1494
guarantee,2ABL101153,001,mf,,false,1492
blackstone,2ABL101142,001,mf,,false,1491
senchi,2ABL100677,001,mf,,false,1493
awesome,2ABL101235,001,mf,,false,1562
okpofe,2ABL101003,001,mf,,false,1495
mandilas,2B6L100004,001,cb,,false,1496
bridgefund,2ABL101150,001,mf,,false,1497
cashigo,2ABL101152,001,mf,,false,1498
fast_credit,2ABL100470,001,mf,,false,1366
afekhafe,2ABL101149,001,mf,,false,1499
lawebod,2ABL101157,001,mf,,false,1500
ibsgolden,2ABL101151,001,mf,,false,1501
princeps,2ABL101245,001,mf,,false,1564
skyewise,2ABL101167,001,mf,,false,1504
titantrust,2A0L200102,001,cb,,false,1505
nobleserve,2A2L101092,001,cb,,false,1506
borome,2ABL101158,001,mf,,false,1507
coopxchange,2ABL100898,001,mf,,false,1565
ekuombe,2ABL100824,001,mf,,false,1508
atiat,2A2L100262,001,cb,,false,1509
seguro,2ABL101186,001,mf,,false,1566
emeraid,2ABL101239,001,mf,,false,1567
thinkmfb,2ABL200026,01,mf,,false,1568
stbuilding,2A4L201040,001,mg,,false,1511
dizzbuzz,2ABL101162,001,mf,,false,1512
echowise,2ABL101105,001,mf,,false,1513
pennywise,2ABL101242,01,mf,,false,1569
nichole,2A2L101095,001,cb,,false,1514
rigo,2ABL101156,001,mf,,false,1515
ogbeahiara,2ABL101074,001,mf,,false,1510
handsbrew,2ABL101148,001,mf,,false,1516
vanir,2ABL101101,001,mf,,false,1517
preeminent,2ABL101166,001,mf,,false,1518
liberty,2ABL101135,001,mf,,false,1519
propetrol,2AFL100794,001,cb,,false,1520
abujaenterprise,2ABL100083,001,mf,,false,1521
testbank,2A0L200000,001,cb,,false,1522
virtueone,2A2L100343,001,cb,,false,1503
ikejaelectric,2A7L101160,001,cb,,false,1523
globus,2A0L200103,001,cb,,false,1524
tapol,2ABL101154,001,mf,,false,1525
newedge,2ABL101081,001,mf,,false,1477
moneytronics,2ABL100807,001,mf,,false,1337
ambamfb,2ABL100713,001,mf,,false,1526
octopusmfb,2ABL100992,001,mf,,false,1527
doormouth,2ABL101146,001,mf,,false,1528
fasildapo,2ABL100968,001,mf,,false,1572
okazi,2A2L101189,001,cb,,false,1573
pearl,2AFL101188,001,cb,,false,1582
summergreen,2ABL101147,001,mfi,,false,1580
sovereign,2ABL101228,001,mf,,false,1586
micash,2ABL101244,001,mf,,false,1587
millennial,2ABL101288,01,mf,,false,1589
cintrust,2ABL101048,01,mf,,false,1590
gadol,2A2L101277,001,cb,,false,1597
idimarris,2ABL101289,01,mf,,false,1598
spectrum,2ABL100042,001,mf,,false,883
aaafinance,2A2L101298,001,cb,,false,1599
alajeoba,2A2L101252,001,cb,,false,1600
tijarah,2ABL101297,001,mf,,false,1603
creditexpress,2ABL101300,001,mf,,false,1604
jehosheba,2ABL101311,001,mf,,false,1608
meristem,2A2L101181,01,cb,,false,1611
trinity,2A2L101251,001,cb,,false,1613
factoring,2A2L101324,001,cb,,false,1614
eain,2ABL101332,001,mf,,false,1615
oremux,2ABL101260,01,mf,,false,1616
chenvasa,2ABL101009,01,mf,,false,1617
prominent,2ABL101255,01,mf,,false,1618
climax,2ABL101270,001,mf,,false,1619
dand,2AFL101325,001,cb,,false,1620
gti,2ABL101336,001,mf,,false,1621
onepayout,2ABL101185,001,mf,,false,1563
taj,2A0L200302,001,cb,,false,1540
SB2BNK,SB2BNK,001,cb,,false,1
jenmfb,2ABL100646,001,mf,,false,1581
